"","Word","Group","Speaker","Rater","Natural","Intell","vowel","cons"
"2466","lani","medON","PD11","Rater31",24,89,"a","alv"
"2467","lani","medON","PD11","Rater32",23,101,"a","alv"
"2468","lani","medON","PD11","Rater33",67,94,"a","alv"
"2469","lani","medON","PD11","Rater34",55,101,"a","alv"
"2470","lani","medON","PD11","Rater35",33,101,"a","alv"
"2471","lani","medON","PD11","Rater36",30,76,"a","alv"
"2472","lani","medON","PD11","Rater37",15,101,"a","alv"
"2473","lani","medON","PD11","Rater38",37,100,"a","alv"
"2474","lani","medON","PD11","Rater39",101,101,"a","alv"
"2475","lani","medON","PD11","Rater40",92,101,"a","alv"
"2476","lani","medON","PD11","Rater41",1,101,"a","alv"
"2477","lani","medON","PD12","Rater1",83,86,"a","alv"
"2478","lani","medON","PD12","Rater2",83,77,"a","alv"
"2479","lani","medON","PD12","Rater3",57,56,"a","alv"
"2480","lani","medON","PD12","Rater4",52,46,"a","alv"
"2481","lani","medON","PD12","Rater5",73,51,"a","alv"
"2482","lani","medON","PD12","Rater6",84,96,"a","alv"
"2483","lani","medON","PD12","Rater7",90,78,"a","alv"
"2484","lani","medON","PD12","Rater8",82,93,"a","alv"
"2485","lani","medON","PD12","Rater9",80,60,"a","alv"
"2486","lani","medON","PD12","Rater10",79,68,"a","alv"
"2487","lani","medON","PD12","Rater11",82,62,"a","alv"
"2488","lani","medON","PD12","Rater12",70,63,"a","alv"
"2489","lani","medON","PD12","Rater13",56,53,"a","alv"
"2490","lani","medON","PD12","Rater14",80,62,"a","alv"
"2491","lani","medON","PD12","Rater15",76,87,"a","alv"
"2492","lani","medON","PD12","Rater16",85,76,"a","alv"
"2493","lani","medON","PD12","Rater17",73,90,"a","alv"
"2494","lani","medON","PD12","Rater18",51,67,"a","alv"
"2495","lani","medON","PD12","Rater19",69,92,"a","alv"
"2496","lani","medON","PD12","Rater20",32,53,"a","alv"
"2497","lani","medON","PD12","Rater21",85,55,"a","alv"
"2498","lani","medON","PD12","Rater22",64,79,"a","alv"
"2499","lani","medON","PD12","Rater23",77,81,"a","alv"
"2500","lani","medON","PD12","Rater24",87,90,"a","alv"
"2501","lani","medON","PD12","Rater25",87,76,"a","alv"
"2502","lani","medON","PD12","Rater26",100,77,"a","alv"
"2503","lani","medON","PD12","Rater27",101,84,"a","alv"
"2504","lani","medON","PD12","Rater28",73,93,"a","alv"
"2505","lani","medON","PD12","Rater29",95,95,"a","alv"
"2506","lani","medON","PD12","Rater30",76,75,"a","alv"
"2507","lani","medON","PD12","Rater31",95,97,"a","alv"
"2508","lani","medON","PD12","Rater32",89,87,"a","alv"
"2509","lani","medON","PD12","Rater33",101,68,"a","alv"
"2510","lani","medON","PD12","Rater34",81,66,"a","alv"
"2511","lani","medON","PD12","Rater35",95,99,"a","alv"
"2512","lani","medON","PD12","Rater36",83,96,"a","alv"
"2513","lani","medON","PD12","Rater37",63,56,"a","alv"
"2514","lani","medON","PD12","Rater38",26,81,"a","alv"
"2515","lani","medON","PD12","Rater39",79,89,"a","alv"
"2516","lani","medON","PD12","Rater40",68,83,"a","alv"
"2517","lani","medON","PD12","Rater41",101,101,"a","alv"
"2518","lani","medON","PD13","Rater1",62,101,"a","alv"
"2519","lani","medON","PD13","Rater2",54,101,"a","alv"
"2520","lani","medON","PD13","Rater3",43,85,"a","alv"
"2521","lani","medON","PD13","Rater4",34,70,"a","alv"
"2522","lani","medON","PD13","Rater5",67,43,"a","alv"
"2523","lani","medON","PD13","Rater6",21,40,"a","alv"
"2524","lani","medON","PD13","Rater7",52,78,"a","alv"
"2525","lani","medON","PD13","Rater8",73,88,"a","alv"
"2526","lani","medON","PD13","Rater9",55,84,"a","alv"
"2527","lani","medON","PD13","Rater10",38,50,"a","alv"
"2528","lani","medON","PD13","Rater11",68,91,"a","alv"
"2529","lani","medON","PD13","Rater12",47,70,"a","alv"
"2530","lani","medON","PD13","Rater13",15,90,"a","alv"
"2531","lani","medON","PD13","Rater14",50,101,"a","alv"
"2532","lani","medON","PD13","Rater15",78,101,"a","alv"
"2533","lani","medON","PD13","Rater16",43,82,"a","alv"
"2534","lani","medON","PD13","Rater17",39,59,"a","alv"
"2535","lani","medON","PD13","Rater18",39,96,"a","alv"
"2536","lani","medON","PD13","Rater19",34,65,"a","alv"
"2537","lani","medON","PD13","Rater20",59,101,"a","alv"
"2538","lani","medON","PD13","Rater21",22,70,"a","alv"
"2539","lani","medON","PD13","Rater22",65,84,"a","alv"
"2540","lani","medON","PD13","Rater23",91,95,"a","alv"
"2541","lani","medON","PD13","Rater24",71,83,"a","alv"
"2542","lani","medON","PD13","Rater25",75,81,"a","alv"
"2543","lani","medON","PD13","Rater26",37,68,"a","alv"
"2544","lani","medON","PD13","Rater27",74,59,"a","alv"
"2545","lani","medON","PD13","Rater28",27,62,"a","alv"
"2546","lani","medON","PD13","Rater29",76,62,"a","alv"
"2547","lani","medON","PD13","Rater30",32,85,"a","alv"
"2548","lani","medON","PD13","Rater31",84,83,"a","alv"
"2549","lani","medON","PD13","Rater32",26,83,"a","alv"
"2550","lani","medON","PD13","Rater33",1,100,"a","alv"
"2551","lani","medON","PD13","Rater34",11,42,"a","alv"
"2552","lani","medON","PD13","Rater35",89,84,"a","alv"
"2553","lani","medON","PD13","Rater36",101,101,"a","alv"
"2554","lani","medON","PD13","Rater37",65,72,"a","alv"
"2555","lani","medON","PD13","Rater38",94,80,"a","alv"
"2556","lani","medON","PD13","Rater39",53,82,"a","alv"
"2557","lani","medON","PD13","Rater40",54,99,"a","alv"
"2558","lani","medON","PD13","Rater41",35,22,"a","alv"
"2559","lani","CON","CON09","Rater1",58,101,"a","alv"
"2560","lani","CON","CON09","Rater2",101,101,"a","alv"
"2561","lani","CON","CON09","Rater3",101,101,"a","alv"
"2562","lani","CON","CON09","Rater4",84,83,"a","alv"
"2563","lani","CON","CON09","Rater5",101,101,"a","alv"
"2564","lani","CON","CON09","Rater6",86,101,"a","alv"
"2565","lani","CON","CON09","Rater7",77,98,"a","alv"
"2566","lani","CON","CON09","Rater8",101,62,"a","alv"
"2567","lani","CON","CON09","Rater9",56,87,"a","alv"
"2568","lani","CON","CON09","Rater10",101,101,"a","alv"
"2569","lani","CON","CON09","Rater11",50,78,"a","alv"
"2570","lani","CON","CON09","Rater12",98,101,"a","alv"
"2571","lani","CON","CON09","Rater13",101,101,"a","alv"
"2572","lani","CON","CON09","Rater14",75,95,"a","alv"
"2573","lani","CON","CON09","Rater15",83,94,"a","alv"
"2574","lani","CON","CON09","Rater16",101,101,"a","alv"
"2575","lani","CON","CON09","Rater17",61,52,"a","alv"
"2576","lani","CON","CON09","Rater18",80,91,"a","alv"
"2577","lani","CON","CON09","Rater19",70,81,"a","alv"
"2578","lani","CON","CON09","Rater20",54,88,"a","alv"
"2579","lani","CON","CON09","Rater21",86,97,"a","alv"
"2580","lani","CON","CON09","Rater22",37,66,"a","alv"
"2581","lani","CON","CON09","Rater23",99,88,"a","alv"
"2582","lani","CON","CON09","Rater24",69,51,"a","alv"
"2583","lani","CON","CON09","Rater25",82,78,"a","alv"
"2584","lani","CON","CON09","Rater26",57,37,"a","alv"
"2585","lani","CON","CON09","Rater27",76,77,"a","alv"
"2586","lani","CON","CON09","Rater28",75,96,"a","alv"
"2587","lani","CON","CON09","Rater29",88,98,"a","alv"
"2588","lani","CON","CON09","Rater30",89,78,"a","alv"
"2589","lani","CON","CON09","Rater31",52,90,"a","alv"
"2590","lani","CON","CON09","Rater32",86,96,"a","alv"
"2591","lani","CON","CON09","Rater33",101,101,"a","alv"
"2592","lani","CON","CON09","Rater34",5,101,"a","alv"
"2593","lani","CON","CON09","Rater35",66,89,"a","alv"
"2594","lani","CON","CON09","Rater36",32,85,"a","alv"
"2595","lani","CON","CON09","Rater37",59,95,"a","alv"
"2596","lani","CON","CON09","Rater38",74,74,"a","alv"
"2597","lani","CON","CON09","Rater39",18,99,"a","alv"
"2598","lani","CON","CON09","Rater40",20,94,"a","alv"
"2599","lani","CON","CON09","Rater41",96,96,"a","alv"
"2600","lina","CON","CON11","Rater1",59,80,"i","alv"
"2601","lina","CON","CON11","Rater2",21,101,"i","alv"
"2602","lina","CON","CON11","Rater3",96,101,"i","alv"
"2603","lina","CON","CON11","Rater4",83,89,"i","alv"
"2604","lina","CON","CON11","Rater5",81,78,"i","alv"
"2605","lina","CON","CON11","Rater6",88,101,"i","alv"
"2606","lina","CON","CON11","Rater7",68,81,"i","alv"
"2607","lina","CON","CON11","Rater8",101,101,"i","alv"
"2608","lina","CON","CON11","Rater9",97,101,"i","alv"
"2609","lina","CON","CON11","Rater10",64,90,"i","alv"
"2610","lina","CON","CON11","Rater11",83,96,"i","alv"
"2611","lina","CON","CON11","Rater12",101,101,"i","alv"
"2612","lina","CON","CON11","Rater13",101,101,"i","alv"
"2613","lina","CON","CON11","Rater14",101,101,"i","alv"
"2614","lina","CON","CON11","Rater15",51,97,"i","alv"
"2615","lina","CON","CON11","Rater16",44,95,"i","alv"
"2616","lina","CON","CON11","Rater17",101,100,"i","alv"
"2617","lina","CON","CON11","Rater18",101,100,"i","alv"
"2618","lina","CON","CON11","Rater19",100,100,"i","alv"
"2619","lina","CON","CON11","Rater20",64,101,"i","alv"
"2620","lina","CON","CON11","Rater21",101,101,"i","alv"
"2621","lina","CON","CON11","Rater22",97,101,"i","alv"
"2622","lina","CON","CON11","Rater23",99,100,"i","alv"
"2623","lina","CON","CON11","Rater24",64,85,"i","alv"
"2624","lina","CON","CON11","Rater25",101,96,"i","alv"
"2625","lina","CON","CON11","Rater26",96,101,"i","alv"
"2626","lina","CON","CON11","Rater27",93,98,"i","alv"
"2627","lina","CON","CON11","Rater28",101,101,"i","alv"
"2628","lina","CON","CON11","Rater29",50,100,"i","alv"
"2629","lina","CON","CON11","Rater30",55,34,"i","alv"
"2630","lina","CON","CON11","Rater31",93,97,"i","alv"
"2631","lina","CON","CON11","Rater32",66,86,"i","alv"
"2632","lina","CON","CON11","Rater33",82,101,"i","alv"
"2633","lina","CON","CON11","Rater34",94,97,"i","alv"
"2634","lina","CON","CON11","Rater35",101,101,"i","alv"
"2635","lina","CON","CON11","Rater36",101,101,"i","alv"
"2636","lina","CON","CON11","Rater37",50,84,"i","alv"
"2637","lina","CON","CON11","Rater38",42,86,"i","alv"
"2638","lina","CON","CON11","Rater39",64,94,"i","alv"
"2639","lina","CON","CON11","Rater40",101,101,"i","alv"
"2640","lina","CON","CON11","Rater41",98,92,"i","alv"
"2641","lina","CON","CON11","Rater42",32,94,"i","alv"
"2642","lina","CON","CON02","Rater1",94,95,"i","alv"
"2643","lina","CON","CON02","Rater2",88,82,"i","alv"
"2644","lina","CON","CON02","Rater3",66,84,"i","alv"
"2645","lina","CON","CON02","Rater4",76,72,"i","alv"
"2646","lina","CON","CON02","Rater5",73,93,"i","alv"
"2647","lina","CON","CON02","Rater6",80,85,"i","alv"
"2648","lina","CON","CON02","Rater7",70,89,"i","alv"
"2649","lina","CON","CON02","Rater8",101,101,"i","alv"
"2650","lina","CON","CON02","Rater9",101,101,"i","alv"
"2651","lina","CON","CON02","Rater10",87,97,"i","alv"
"2652","lina","CON","CON02","Rater11",48,64,"i","alv"
"2653","lina","CON","CON02","Rater12",47,101,"i","alv"
"2654","lina","CON","CON02","Rater13",51,67,"i","alv"
"2655","lina","CON","CON02","Rater14",101,101,"i","alv"
"2656","lina","CON","CON02","Rater15",90,91,"i","alv"
"2657","lina","CON","CON02","Rater16",93,101,"i","alv"
"2658","lina","CON","CON02","Rater17",96,95,"i","alv"
"2659","lina","CON","CON02","Rater18",100,100,"i","alv"
"2660","lina","CON","CON02","Rater19",88,101,"i","alv"
"2661","lina","CON","CON02","Rater20",77,92,"i","alv"
"2662","lina","CON","CON02","Rater21",43,94,"i","alv"
"2663","lina","CON","CON02","Rater22",97,99,"i","alv"
"2664","lina","CON","CON02","Rater23",24,101,"i","alv"
"2665","lina","CON","CON02","Rater24",101,101,"i","alv"
"2666","lina","CON","CON02","Rater25",94,95,"i","alv"
"2667","lina","CON","CON02","Rater26",101,101,"i","alv"
"2668","lina","CON","CON02","Rater27",101,101,"i","alv"
"2669","lina","CON","CON02","Rater28",88,95,"i","alv"
"2670","lina","CON","CON02","Rater29",92,89,"i","alv"
"2671","lina","CON","CON02","Rater30",91,93,"i","alv"
"2672","lina","CON","CON02","Rater31",53,101,"i","alv"
"2673","lina","CON","CON02","Rater32",99,101,"i","alv"
"2674","lina","CON","CON02","Rater33",76,43,"i","alv"
"2675","lina","CON","CON02","Rater34",57,26,"i","alv"
"2676","lina","CON","CON02","Rater35",99,101,"i","alv"
"2677","lina","CON","CON02","Rater36",101,101,"i","alv"
"2678","lina","CON","CON02","Rater37",101,101,"i","alv"
"2679","lina","CON","CON02","Rater38",101,101,"i","alv"
"2680","lina","CON","CON02","Rater39",96,96,"i","alv"
"2681","lina","CON","CON02","Rater40",101,100,"i","alv"
"2682","lina","CON","CON02","Rater41",101,101,"i","alv"
"2683","lina","CON","CON10","Rater1",101,101,"i","alv"
"2684","lina","CON","CON10","Rater2",93,93,"i","alv"
"2685","lina","CON","CON10","Rater3",100,101,"i","alv"
"2686","lina","CON","CON10","Rater4",56,45,"i","alv"
"2687","lina","CON","CON10","Rater5",75,93,"i","alv"
"2688","lina","CON","CON10","Rater6",97,97,"i","alv"
"2689","lina","CON","CON10","Rater7",79,65,"i","alv"
"2690","lina","CON","CON10","Rater8",83,86,"i","alv"
"2691","lina","CON","CON10","Rater9",94,94,"i","alv"
"2692","lina","CON","CON10","Rater10",65,82,"i","alv"
"2693","lina","CON","CON10","Rater11",101,101,"i","alv"
"2694","lina","CON","CON10","Rater12",90,83,"i","alv"
"2695","lina","CON","CON10","Rater13",82,93,"i","alv"
"2696","lina","CON","CON10","Rater14",101,101,"i","alv"
"2697","lina","CON","CON10","Rater15",52,90,"i","alv"
"2698","lina","CON","CON10","Rater16",95,93,"i","alv"
"2699","lina","CON","CON10","Rater17",81,87,"i","alv"
"2700","lina","CON","CON10","Rater18",91,96,"i","alv"
"2701","lina","CON","CON10","Rater19",89,97,"i","alv"
"2702","lina","CON","CON10","Rater20",72,101,"i","alv"
"2703","lina","CON","CON10","Rater21",101,101,"i","alv"
"2704","lina","CON","CON10","Rater22",101,99,"i","alv"
"2705","lina","CON","CON10","Rater23",90,99,"i","alv"
"2706","lina","CON","CON10","Rater24",83,94,"i","alv"
"2707","lina","CON","CON10","Rater25",75,76,"i","alv"
"2708","lina","CON","CON10","Rater26",90,101,"i","alv"
"2709","lina","CON","CON10","Rater27",81,85,"i","alv"
"2710","lina","CON","CON10","Rater28",26,80,"i","alv"
"2711","lina","CON","CON10","Rater29",82,86,"i","alv"
"2712","lina","CON","CON10","Rater30",66,63,"i","alv"
"2713","lina","CON","CON10","Rater31",80,93,"i","alv"
"2714","lina","CON","CON10","Rater32",68,69,"i","alv"
"2715","lina","CON","CON10","Rater33",63,96,"i","alv"
"2716","lina","CON","CON10","Rater34",82,90,"i","alv"
"2717","lina","CON","CON10","Rater35",93,92,"i","alv"
"2718","lina","CON","CON10","Rater36",101,101,"i","alv"
"2719","lina","CON","CON10","Rater37",100,100,"i","alv"
"2720","lina","CON","CON10","Rater38",100,90,"i","alv"
"2721","lina","CON","CON10","Rater39",65,84,"i","alv"
"2722","lina","CON","CON10","Rater40",99,101,"i","alv"
"2723","lina","CON","CON10","Rater41",86,78,"i","alv"
"2724","lina","CON","CON04","Rater1",53,84,"i","alv"
"2725","lina","CON","CON04","Rater2",70,40,"i","alv"
"2726","lina","CON","CON04","Rater3",101,101,"i","alv"
"2727","lina","CON","CON04","Rater4",72,78,"i","alv"
"2728","lina","CON","CON04","Rater5",99,94,"i","alv"
"2729","lina","CON","CON04","Rater6",101,101,"i","alv"
"2730","lina","CON","CON04","Rater7",77,89,"i","alv"
"2731","lina","CON","CON04","Rater8",101,98,"i","alv"
"2732","lina","CON","CON04","Rater9",58,65,"i","alv"
"2733","lina","CON","CON04","Rater10",89,89,"i","alv"
"2734","lina","CON","CON04","Rater11",65,75,"i","alv"
"2735","lina","CON","CON04","Rater12",87,73,"i","alv"
"2736","lina","CON","CON04","Rater13",52,83,"i","alv"
"2737","lina","CON","CON04","Rater14",52,65,"i","alv"
"2738","lina","CON","CON04","Rater15",51,72,"i","alv"
"2739","lina","CON","CON04","Rater16",100,89,"i","alv"
"2740","lina","CON","CON04","Rater17",65,40,"i","alv"
"2741","lina","CON","CON04","Rater18",89,90,"i","alv"
"2742","lina","CON","CON04","Rater19",62,34,"i","alv"
"2743","lina","CON","CON04","Rater20",78,84,"i","alv"
"2744","lina","CON","CON04","Rater21",74,76,"i","alv"
"2745","lina","CON","CON04","Rater22",43,64,"i","alv"
"2746","lina","CON","CON04","Rater23",63,72,"i","alv"
"2747","lina","CON","CON04","Rater24",64,57,"i","alv"
"2748","lina","CON","CON04","Rater25",79,73,"i","alv"
"2749","lina","CON","CON04","Rater26",70,71,"i","alv"
"2750","lina","CON","CON04","Rater27",85,94,"i","alv"
"2751","lina","CON","CON04","Rater28",78,69,"i","alv"
"2752","lina","CON","CON04","Rater29",83,92,"i","alv"
"2753","lina","CON","CON04","Rater30",83,81,"i","alv"
"2754","lina","CON","CON04","Rater31",90,59,"i","alv"
"2755","lina","CON","CON04","Rater32",54,79,"i","alv"
"2756","lina","CON","CON04","Rater33",101,101,"i","alv"
"2757","lina","CON","CON04","Rater34",100,101,"i","alv"
"2758","lina","CON","CON04","Rater35",77,87,"i","alv"
"2759","lina","CON","CON04","Rater36",99,84,"i","alv"
"2760","lina","CON","CON04","Rater37",95,95,"i","alv"
"2761","lina","CON","CON04","Rater38",57,86,"i","alv"
"2762","lina","CON","CON04","Rater39",46,76,"i","alv"
"2763","lina","CON","CON04","Rater40",32,93,"i","alv"
"2764","lina","CON","CON04","Rater41",94,93,"i","alv"
"2765","lina","CON","CON08","Rater1",68,84,"i","alv"
"2766","lina","CON","CON08","Rater2",28,92,"i","alv"
"2767","lina","CON","CON08","Rater3",84,90,"i","alv"
"2768","lina","CON","CON08","Rater4",68,87,"i","alv"
"2769","lina","CON","CON08","Rater5",75,87,"i","alv"
"2770","lina","CON","CON08","Rater6",25,101,"i","alv"
"2771","lina","CON","CON08","Rater7",77,69,"i","alv"
"2772","lina","CON","CON08","Rater8",100,100,"i","alv"
"2773","lina","CON","CON08","Rater9",77,97,"i","alv"
"2774","lina","CON","CON08","Rater10",62,95,"i","alv"
"2775","lina","CON","CON08","Rater11",48,95,"i","alv"
"2776","lina","CON","CON08","Rater12",90,91,"i","alv"
"2777","lina","CON","CON08","Rater13",52,100,"i","alv"
"2778","lina","CON","CON08","Rater14",100,100,"i","alv"
"2779","lina","CON","CON08","Rater15",96,100,"i","alv"
"2780","lina","CON","CON08","Rater16",53,68,"i","alv"
"2781","lina","CON","CON08","Rater17",96,98,"i","alv"
"2782","lina","CON","CON08","Rater18",94,101,"i","alv"
"2783","lina","CON","CON08","Rater19",99,100,"i","alv"
"2784","lina","CON","CON08","Rater20",67,77,"i","alv"
"2785","lina","CON","CON08","Rater21",96,95,"i","alv"
"2786","lina","CON","CON08","Rater22",101,101,"i","alv"
"2787","lina","CON","CON08","Rater23",101,101,"i","alv"
"2788","lina","CON","CON08","Rater24",101,101,"i","alv"
"2789","lina","CON","CON08","Rater25",101,101,"i","alv"
"2790","lina","CON","CON08","Rater26",75,101,"i","alv"
"2791","lina","CON","CON08","Rater27",90,89,"i","alv"
"2792","lina","CON","CON08","Rater28",101,101,"i","alv"
"2793","lina","CON","CON08","Rater29",75,101,"i","alv"
"2794","lina","CON","CON08","Rater30",24,67,"i","alv"
"2795","lina","CON","CON08","Rater31",91,95,"i","alv"
"2796","lina","CON","CON08","Rater32",64,75,"i","alv"
"2797","lina","CON","CON08","Rater33",100,101,"i","alv"
"2798","lina","CON","CON08","Rater34",66,101,"i","alv"
"2799","lina","CON","CON08","Rater35",86,86,"i","alv"
"2800","lina","CON","CON08","Rater36",101,101,"i","alv"
"2801","lina","CON","CON08","Rater37",37,77,"i","alv"
"2802","lina","CON","CON08","Rater38",18,89,"i","alv"
"2803","lina","CON","CON08","Rater39",75,77,"i","alv"
"2804","lina","CON","CON08","Rater40",101,101,"i","alv"
"2805","lina","CON","CON08","Rater41",93,97,"i","alv"
"2806","lina","CON","CON08","Rater42",37,93,"i","alv"
"2807","lina","CON","CON05","Rater1",75,71,"i","alv"
"2808","lina","CON","CON05","Rater2",84,82,"i","alv"
"2809","lina","CON","CON05","Rater3",42,56,"i","alv"
"2810","lina","CON","CON05","Rater4",31,45,"i","alv"
"2811","lina","CON","CON05","Rater5",26,83,"i","alv"
"2812","lina","CON","CON05","Rater6",74,79,"i","alv"
"2813","lina","CON","CON05","Rater7",64,71,"i","alv"
"2814","lina","CON","CON05","Rater8",65,96,"i","alv"
"2815","lina","CON","CON05","Rater9",57,67,"i","alv"
"2816","lina","CON","CON05","Rater10",74,71,"i","alv"
"2817","lina","CON","CON05","Rater11",54,97,"i","alv"
"2818","lina","CON","CON05","Rater12",87,58,"i","alv"
"2819","lina","CON","CON05","Rater13",58,55,"i","alv"
"2820","lina","CON","CON05","Rater14",101,90,"i","alv"
"2821","lina","CON","CON05","Rater15",45,60,"i","alv"
"2822","lina","CON","CON05","Rater16",50,80,"i","alv"
"2823","lina","CON","CON05","Rater17",85,87,"i","alv"
"2824","lina","CON","CON05","Rater18",50,56,"i","alv"
"2825","lina","CON","CON05","Rater19",70,97,"i","alv"
"2826","lina","CON","CON05","Rater20",31,93,"i","alv"
"2827","lina","CON","CON05","Rater21",82,66,"i","alv"
"2828","lina","CON","CON05","Rater22",60,99,"i","alv"
"2829","lina","CON","CON05","Rater23",94,89,"i","alv"
"2830","lina","CON","CON05","Rater24",93,95,"i","alv"
"2831","lina","CON","CON05","Rater25",92,89,"i","alv"
"2832","lina","CON","CON05","Rater26",96,30,"i","alv"
"2833","lina","CON","CON05","Rater27",101,101,"i","alv"
"2834","lina","CON","CON05","Rater28",65,94,"i","alv"
"2835","lina","CON","CON05","Rater29",83,97,"i","alv"
"2836","lina","CON","CON05","Rater30",13,77,"i","alv"
"2837","lina","CON","CON05","Rater31",101,101,"i","alv"
"2838","lina","CON","CON05","Rater32",80,94,"i","alv"
"2839","lina","CON","CON05","Rater33",56,70,"i","alv"
"2840","lina","CON","CON05","Rater34",84,86,"i","alv"
"2841","lina","CON","CON05","Rater35",99,97,"i","alv"
"2842","lina","CON","CON05","Rater36",63,80,"i","alv"
"2843","lina","CON","CON05","Rater37",54,89,"i","alv"
"2844","lina","CON","CON05","Rater38",52,95,"i","alv"
"2845","lina","CON","CON05","Rater39",99,81,"i","alv"
"2846","lina","CON","CON05","Rater40",46,68,"i","alv"
"2847","lina","CON","CON05","Rater41",101,101,"i","alv"
"2848","lina","CON","CON12","Rater1",71,101,"i","alv"
"2849","lina","CON","CON12","Rater2",61,46,"i","alv"
"2850","lina","CON","CON12","Rater3",82,100,"i","alv"
"2851","lina","CON","CON12","Rater4",62,39,"i","alv"
"2852","lina","CON","CON12","Rater5",37,68,"i","alv"
"2853","lina","CON","CON12","Rater6",38,51,"i","alv"
"2854","lina","CON","CON12","Rater7",48,89,"i","alv"
"2855","lina","CON","CON12","Rater8",51,76,"i","alv"
"2856","lina","CON","CON12","Rater9",91,86,"i","alv"
"2857","lina","CON","CON12","Rater10",49,43,"i","alv"
"2858","lina","CON","CON12","Rater11",99,95,"i","alv"
"2859","lina","CON","CON12","Rater12",87,63,"i","alv"
"2860","lina","CON","CON12","Rater13",58,21,"i","alv"
"2861","lina","CON","CON12","Rater14",101,101,"i","alv"
"2862","lina","CON","CON12","Rater15",93,74,"i","alv"
"2863","lina","CON","CON12","Rater16",56,45,"i","alv"
"2864","lina","CON","CON12","Rater17",55,71,"i","alv"
"2865","lina","CON","CON12","Rater18",89,96,"i","alv"
"2866","lina","CON","CON12","Rater19",39,70,"i","alv"
"2867","lina","CON","CON12","Rater20",38,82,"i","alv"
"2868","lina","CON","CON12","Rater21",68,53,"i","alv"
"2869","lina","CON","CON12","Rater22",54,77,"i","alv"
"2870","lina","CON","CON12","Rater23",86,97,"i","alv"
"2871","lina","CON","CON12","Rater24",86,91,"i","alv"
"2872","lina","CON","CON12","Rater25",76,73,"i","alv"
"2873","lina","CON","CON12","Rater26",73,46,"i","alv"
"2874","lina","CON","CON12","Rater27",28,71,"i","alv"
"2875","lina","CON","CON12","Rater28",54,66,"i","alv"
"2876","lina","CON","CON12","Rater29",52,42,"i","alv"
"2877","lina","CON","CON12","Rater30",88,73,"i","alv"
"2878","lina","CON","CON12","Rater31",76,85,"i","alv"
"2879","lina","CON","CON12","Rater32",58,75,"i","alv"
"2880","lina","CON","CON12","Rater33",41,56,"i","alv"
"2881","lina","CON","CON12","Rater34",61,72,"i","alv"
"2882","lina","CON","CON12","Rater35",67,76,"i","alv"
"2883","lina","CON","CON12","Rater36",97,80,"i","alv"
"2884","lina","CON","CON12","Rater37",85,53,"i","alv"
"2885","lina","CON","CON12","Rater38",96,59,"i","alv"
"2886","lina","CON","CON12","Rater39",71,75,"i","alv"
"2887","lina","CON","CON12","Rater40",82,77,"i","alv"
"2888","lina","CON","CON12","Rater41",87,49,"i","alv"
"2889","lina","CON","CON03","Rater1",68,50,"i","alv"
"2890","lina","CON","CON03","Rater2",81,81,"i","alv"
"2891","lina","CON","CON03","Rater3",101,101,"i","alv"
"2892","lina","CON","CON03","Rater4",58,50,"i","alv"
"2893","lina","CON","CON03","Rater5",101,101,"i","alv"
"2894","lina","CON","CON03","Rater6",77,99,"i","alv"
"2895","lina","CON","CON03","Rater7",88,43,"i","alv"
"2896","lina","CON","CON03","Rater8",100,96,"i","alv"
"2897","lina","CON","CON03","Rater9",64,75,"i","alv"
"2898","lina","CON","CON03","Rater10",101,93,"i","alv"
"2899","lina","CON","CON03","Rater11",51,91,"i","alv"
"2900","lina","CON","CON03","Rater12",59,101,"i","alv"
"2901","lina","CON","CON03","Rater13",85,79,"i","alv"
"2902","lina","CON","CON03","Rater14",68,89,"i","alv"
"2903","lina","CON","CON03","Rater15",52,77,"i","alv"
"2904","lina","CON","CON03","Rater16",99,65,"i","alv"
"2905","lina","CON","CON03","Rater17",26,59,"i","alv"
"2906","lina","CON","CON03","Rater18",66,83,"i","alv"
"2907","lina","CON","CON03","Rater19",91,84,"i","alv"
"2908","lina","CON","CON03","Rater20",67,75,"i","alv"
"2909","lina","CON","CON03","Rater21",86,83,"i","alv"
"2910","lina","CON","CON03","Rater22",62,64,"i","alv"
"2911","lina","CON","CON03","Rater23",101,68,"i","alv"
"2912","lina","CON","CON03","Rater24",61,43,"i","alv"
"2913","lina","CON","CON03","Rater25",75,66,"i","alv"
"2914","lina","CON","CON03","Rater26",69,75,"i","alv"
"2915","lina","CON","CON03","Rater27",68,93,"i","alv"
"2916","lina","CON","CON03","Rater28",85,65,"i","alv"
"2917","lina","CON","CON03","Rater29",48,95,"i","alv"
"2918","lina","CON","CON03","Rater30",75,57,"i","alv"
"2919","lina","CON","CON03","Rater31",83,73,"i","alv"
"2920","lina","CON","CON03","Rater32",48,78,"i","alv"
"2921","lina","CON","CON03","Rater33",101,101,"i","alv"
"2922","lina","CON","CON03","Rater34",77,26,"i","alv"
"2923","lina","CON","CON03","Rater35",64,91,"i","alv"
"2924","lina","CON","CON03","Rater36",99,75,"i","alv"
"2925","lina","CON","CON03","Rater37",62,91,"i","alv"
"2926","lina","CON","CON03","Rater38",67,25,"i","alv"
"2927","lina","CON","CON03","Rater39",31,76,"i","alv"
"2928","lina","CON","CON03","Rater40",59,41,"i","alv"
"2929","lina","CON","CON03","Rater41",99,96,"i","alv"
"2930","lina","CON","CON07","Rater1",68,66,"i","alv"
