"","Word","Group","Speaker","Rater","Natural","Intell","vowel","cons"
"9640","mali","medOFF","PD07","Rater28",69,89,"a","lab"
"9641","mali","medOFF","PD07","Rater29",85,94,"a","lab"
"9642","mali","medOFF","PD07","Rater30",71,67,"a","lab"
"9643","mali","medOFF","PD07","Rater31",61,87,"a","lab"
"9644","mali","medOFF","PD07","Rater32",91,85,"a","lab"
"9645","mali","medOFF","PD07","Rater33",44,46,"a","lab"
"9646","mali","medOFF","PD07","Rater34",72,69,"a","lab"
"9647","mali","medOFF","PD07","Rater35",85,83,"a","lab"
"9648","mali","medOFF","PD07","Rater36",66,49,"a","lab"
"9649","mali","medOFF","PD07","Rater37",87,83,"a","lab"
"9650","mali","medOFF","PD07","Rater38",61,98,"a","lab"
"9651","mali","medOFF","PD07","Rater39",80,19,"a","lab"
"9652","mali","medOFF","PD07","Rater40",42,75,"a","lab"
"9653","mali","medOFF","PD07","Rater41",101,92,"a","lab"
"9654","mali","medOFF","PD08","Rater1",38,101,"a","lab"
"9655","mali","medOFF","PD08","Rater2",71,56,"a","lab"
"9656","mali","medOFF","PD08","Rater3",82,95,"a","lab"
"9657","mali","medOFF","PD08","Rater4",34,44,"a","lab"
"9658","mali","medOFF","PD08","Rater5",80,97,"a","lab"
"9659","mali","medOFF","PD08","Rater6",21,43,"a","lab"
"9660","mali","medOFF","PD08","Rater7",53,19,"a","lab"
"9661","mali","medOFF","PD08","Rater8",32,55,"a","lab"
"9662","mali","medOFF","PD08","Rater9",99,101,"a","lab"
"9663","mali","medOFF","PD08","Rater10",33,34,"a","lab"
"9664","mali","medOFF","PD08","Rater11",94,93,"a","lab"
"9665","mali","medOFF","PD08","Rater12",78,72,"a","lab"
"9666","mali","medOFF","PD08","Rater13",67,80,"a","lab"
"9667","mali","medOFF","PD08","Rater14",101,101,"a","lab"
"9668","mali","medOFF","PD08","Rater15",66,95,"a","lab"
"9669","mali","medOFF","PD08","Rater16",85,94,"a","lab"
"9670","mali","medOFF","PD08","Rater17",44,69,"a","lab"
"9671","mali","medOFF","PD08","Rater18",96,78,"a","lab"
"9672","mali","medOFF","PD08","Rater19",74,86,"a","lab"
"9673","mali","medOFF","PD08","Rater20",68,101,"a","lab"
"9674","mali","medOFF","PD08","Rater21",84,68,"a","lab"
"9675","mali","medOFF","PD08","Rater22",51,95,"a","lab"
"9676","mali","medOFF","PD08","Rater23",82,82,"a","lab"
"9677","mali","medOFF","PD08","Rater24",64,27,"a","lab"
"9678","mali","medOFF","PD08","Rater25",78,76,"a","lab"
"9679","mali","medOFF","PD08","Rater26",58,57,"a","lab"
"9680","mali","medOFF","PD08","Rater27",63,100,"a","lab"
"9681","mali","medOFF","PD08","Rater28",26,84,"a","lab"
"9682","mali","medOFF","PD08","Rater29",41,71,"a","lab"
"9683","mali","medOFF","PD08","Rater30",62,47,"a","lab"
"9684","mali","medOFF","PD08","Rater31",100,90,"a","lab"
"9685","mali","medOFF","PD08","Rater32",76,79,"a","lab"
"9686","mali","medOFF","PD08","Rater33",53,38,"a","lab"
"9687","mali","medOFF","PD08","Rater34",39,56,"a","lab"
"9688","mali","medOFF","PD08","Rater35",76,64,"a","lab"
"9689","mali","medOFF","PD08","Rater36",95,101,"a","lab"
"9690","mali","medOFF","PD08","Rater37",91,91,"a","lab"
"9691","mali","medOFF","PD08","Rater38",91,64,"a","lab"
"9692","mali","medOFF","PD08","Rater39",23,38,"a","lab"
"9693","mali","medOFF","PD08","Rater40",61,54,"a","lab"
"9694","mali","medOFF","PD08","Rater41",88,29,"a","lab"
"9695","mali","medOFF","PD09","Rater1",85,31,"a","lab"
"9696","mali","medOFF","PD09","Rater2",93,101,"a","lab"
"9697","mali","medOFF","PD09","Rater3",95,90,"a","lab"
"9698","mali","medOFF","PD09","Rater4",51,54,"a","lab"
"9699","mali","medOFF","PD09","Rater5",98,96,"a","lab"
"9700","mali","medOFF","PD09","Rater6",87,101,"a","lab"
"9701","mali","medOFF","PD09","Rater7",97,96,"a","lab"
"9702","mali","medOFF","PD09","Rater8",96,90,"a","lab"
"9703","mali","medOFF","PD09","Rater9",70,44,"a","lab"
"9704","mali","medOFF","PD09","Rater10",77,85,"a","lab"
"9705","mali","medOFF","PD09","Rater11",72,39,"a","lab"
"9706","mali","medOFF","PD09","Rater12",78,13,"a","lab"
"9707","mali","medOFF","PD09","Rater13",41,57,"a","lab"
"9708","mali","medOFF","PD09","Rater14",55,38,"a","lab"
"9709","mali","medOFF","PD09","Rater15",61,49,"a","lab"
"9710","mali","medOFF","PD09","Rater16",97,70,"a","lab"
"9711","mali","medOFF","PD09","Rater17",32,53,"a","lab"
"9712","mali","medOFF","PD09","Rater18",48,82,"a","lab"
"9713","mali","medOFF","PD09","Rater19",69,26,"a","lab"
"9714","mali","medOFF","PD09","Rater20",87,48,"a","lab"
"9715","mali","medOFF","PD09","Rater21",73,76,"a","lab"
"9716","mali","medOFF","PD09","Rater22",42,21,"a","lab"
"9717","mali","medOFF","PD09","Rater23",101,65,"a","lab"
"9718","mali","medOFF","PD09","Rater24",76,73,"a","lab"
"9719","mali","medOFF","PD09","Rater25",64,56,"a","lab"
"9720","mali","medOFF","PD09","Rater26",49,70,"a","lab"
"9721","mali","medOFF","PD09","Rater27",62,88,"a","lab"
"9722","mali","medOFF","PD09","Rater28",73,62,"a","lab"
"9723","mali","medOFF","PD09","Rater29",95,61,"a","lab"
"9724","mali","medOFF","PD09","Rater30",71,47,"a","lab"
"9725","mali","medOFF","PD09","Rater31",86,57,"a","lab"
"9726","mali","medOFF","PD09","Rater32",32,45,"a","lab"
"9727","mali","medOFF","PD09","Rater33",89,65,"a","lab"
"9728","mali","medOFF","PD09","Rater34",101,43,"a","lab"
"9729","mali","medOFF","PD09","Rater35",92,33,"a","lab"
"9730","mali","medOFF","PD09","Rater36",83,20,"a","lab"
"9731","mali","medOFF","PD09","Rater37",92,80,"a","lab"
"9732","mali","medOFF","PD09","Rater38",73,82,"a","lab"
"9733","mali","medOFF","PD09","Rater39",93,35,"a","lab"
"9734","mali","medOFF","PD09","Rater40",74,16,"a","lab"
"9735","mali","medOFF","PD09","Rater41",70,71,"a","lab"
"9736","mali","medOFF","PD10","Rater1",48,36,"a","lab"
"9737","mali","medOFF","PD10","Rater2",36,48,"a","lab"
"9738","mali","medOFF","PD10","Rater3",73,67,"a","lab"
"9739","mali","medOFF","PD10","Rater4",68,53,"a","lab"
"9740","mali","medOFF","PD10","Rater5",44,28,"a","lab"
"9741","mali","medOFF","PD10","Rater6",76,49,"a","lab"
"9742","mali","medOFF","PD10","Rater7",19,16,"a","lab"
"9743","mali","medOFF","PD10","Rater8",100,80,"a","lab"
"9744","mali","medOFF","PD10","Rater9",52,46,"a","lab"
"9745","mali","medOFF","PD10","Rater10",41,29,"a","lab"
"9746","mali","medOFF","PD10","Rater11",73,32,"a","lab"
"9747","mali","medOFF","PD10","Rater12",72,69,"a","lab"
"9748","mali","medOFF","PD10","Rater13",57,22,"a","lab"
"9749","mali","medOFF","PD10","Rater14",17,22,"a","lab"
"9750","mali","medOFF","PD10","Rater15",79,49,"a","lab"
"9751","mali","medOFF","PD10","Rater16",58,32,"a","lab"
"9752","mali","medOFF","PD10","Rater17",101,86,"a","lab"
"9753","mali","medOFF","PD10","Rater18",89,61,"a","lab"
"9754","mali","medOFF","PD10","Rater19",55,91,"a","lab"
"9755","mali","medOFF","PD10","Rater20",56,20,"a","lab"
"9756","mali","medOFF","PD10","Rater21",34,17,"a","lab"
"9757","mali","medOFF","PD10","Rater22",49,79,"a","lab"
"9758","mali","medOFF","PD10","Rater23",43,47,"a","lab"
"9759","mali","medOFF","PD10","Rater24",20,26,"a","lab"
"9760","mali","medOFF","PD10","Rater25",97,88,"a","lab"
"9761","mali","medOFF","PD10","Rater26",101,77,"a","lab"
"9762","mali","medOFF","PD10","Rater27",43,66,"a","lab"
"9763","mali","medOFF","PD10","Rater28",30,42,"a","lab"
"9764","mali","medOFF","PD10","Rater29",84,83,"a","lab"
"9765","mali","medOFF","PD10","Rater30",37,25,"a","lab"
"9766","mali","medOFF","PD10","Rater31",53,54,"a","lab"
"9767","mali","medOFF","PD10","Rater32",57,43,"a","lab"
"9768","mali","medOFF","PD10","Rater33",99,92,"a","lab"
"9769","mali","medOFF","PD10","Rater34",98,44,"a","lab"
"9770","mali","medOFF","PD10","Rater35",85,78,"a","lab"
"9771","mali","medOFF","PD10","Rater36",101,88,"a","lab"
"9772","mali","medOFF","PD10","Rater37",43,40,"a","lab"
"9773","mali","medOFF","PD10","Rater38",101,46,"a","lab"
"9774","mali","medOFF","PD10","Rater39",35,13,"a","lab"
"9775","mali","medOFF","PD10","Rater40",80,87,"a","lab"
"9776","mali","medOFF","PD10","Rater41",92,81,"a","lab"
"9777","mali","medOFF","PD10","Rater42",84,31,"a","lab"
"9778","mali","medOFF","PD11","Rater1",68,72,"a","lab"
"9779","mali","medOFF","PD11","Rater2",43,88,"a","lab"
"9780","mali","medOFF","PD11","Rater3",41,94,"a","lab"
"9781","mali","medOFF","PD11","Rater4",8,52,"a","lab"
"9782","mali","medOFF","PD11","Rater5",11,86,"a","lab"
"9783","mali","medOFF","PD11","Rater6",29,59,"a","lab"
"9784","mali","medOFF","PD11","Rater7",71,90,"a","lab"
"9785","mali","medOFF","PD11","Rater8",75,101,"a","lab"
"9786","mali","medOFF","PD11","Rater9",50,101,"a","lab"
"9787","mali","medOFF","PD11","Rater10",1,89,"a","lab"
"9788","mali","medOFF","PD11","Rater11",23,81,"a","lab"
"9789","mali","medOFF","PD11","Rater12",21,101,"a","lab"
"9790","mali","medOFF","PD11","Rater13",49,65,"a","lab"
"9791","mali","medOFF","PD11","Rater14",43,66,"a","lab"
"9792","mali","medOFF","PD11","Rater15",33,61,"a","lab"
"9793","mali","medOFF","PD11","Rater16",12,101,"a","lab"
"9794","mali","medOFF","PD11","Rater17",83,93,"a","lab"
"9795","mali","medOFF","PD11","Rater18",55,76,"a","lab"
"9796","mali","medOFF","PD11","Rater19",89,82,"a","lab"
"9797","mali","medOFF","PD11","Rater20",4,87,"a","lab"
"9798","mali","medOFF","PD11","Rater21",1,83,"a","lab"
"9799","mali","medOFF","PD11","Rater22",27,96,"a","lab"
"9800","mali","medOFF","PD11","Rater23",1,101,"a","lab"
"9801","mali","medOFF","PD11","Rater24",59,80,"a","lab"
"9802","mali","medOFF","PD11","Rater25",47,82,"a","lab"
"9803","mali","medOFF","PD11","Rater26",15,34,"a","lab"
"9804","mali","medOFF","PD11","Rater27",77,93,"a","lab"
"9805","mali","medOFF","PD11","Rater28",38,81,"a","lab"
"9806","mali","medOFF","PD11","Rater29",93,94,"a","lab"
"9807","mali","medOFF","PD11","Rater30",74,77,"a","lab"
"9808","mali","medOFF","PD11","Rater31",24,91,"a","lab"
"9809","mali","medOFF","PD11","Rater32",33,44,"a","lab"
"9810","mali","medOFF","PD11","Rater33",6,101,"a","lab"
"9811","mali","medOFF","PD11","Rater34",50,65,"a","lab"
"9812","mali","medOFF","PD11","Rater35",49,53,"a","lab"
"9813","mali","medOFF","PD11","Rater36",18,37,"a","lab"
"9814","mali","medOFF","PD11","Rater37",53,89,"a","lab"
"9815","mali","medOFF","PD11","Rater38",30,101,"a","lab"
"9816","mali","medOFF","PD11","Rater39",38,51,"a","lab"
"9817","mali","medOFF","PD11","Rater40",18,92,"a","lab"
"9818","mali","medOFF","PD11","Rater41",101,101,"a","lab"
"9819","mali","medOFF","PD12","Rater1",66,101,"a","lab"
"9820","mali","medOFF","PD12","Rater2",43,79,"a","lab"
"9821","mali","medOFF","PD12","Rater3",77,76,"a","lab"
"9822","mali","medOFF","PD12","Rater4",40,25,"a","lab"
"9823","mali","medOFF","PD12","Rater5",38,76,"a","lab"
"9824","mali","medOFF","PD12","Rater6",42,36,"a","lab"
"9825","mali","medOFF","PD12","Rater7",67,30,"a","lab"
"9826","mali","medOFF","PD12","Rater8",51,61,"a","lab"
"9827","mali","medOFF","PD12","Rater9",100,91,"a","lab"
"9828","mali","medOFF","PD12","Rater10",19,30,"a","lab"
"9829","mali","medOFF","PD12","Rater11",97,97,"a","lab"
"9830","mali","medOFF","PD12","Rater12",91,67,"a","lab"
"9831","mali","medOFF","PD12","Rater13",50,40,"a","lab"
"9832","mali","medOFF","PD12","Rater14",100,99,"a","lab"
"9833","mali","medOFF","PD12","Rater15",101,87,"a","lab"
"9834","mali","medOFF","PD12","Rater16",60,19,"a","lab"
"9835","mali","medOFF","PD12","Rater17",46,62,"a","lab"
"9836","mali","medOFF","PD12","Rater18",66,90,"a","lab"
"9837","mali","medOFF","PD12","Rater19",64,77,"a","lab"
"9838","mali","medOFF","PD12","Rater20",72,92,"a","lab"
"9839","mali","medOFF","PD12","Rater21",59,57,"a","lab"
"9840","mali","medOFF","PD12","Rater22",84,94,"a","lab"
"9841","mali","medOFF","PD12","Rater23",87,98,"a","lab"
"9842","mali","medOFF","PD12","Rater24",60,51,"a","lab"
"9843","mali","medOFF","PD12","Rater25",74,73,"a","lab"
"9844","mali","medOFF","PD12","Rater26",87,32,"a","lab"
"9845","mali","medOFF","PD12","Rater27",43,67,"a","lab"
"9846","mali","medOFF","PD12","Rater28",40,68,"a","lab"
"9847","mali","medOFF","PD12","Rater29",59,54,"a","lab"
"9848","mali","medOFF","PD12","Rater30",73,51,"a","lab"
"9849","mali","medOFF","PD12","Rater31",96,73,"a","lab"
"9850","mali","medOFF","PD12","Rater32",82,93,"a","lab"
"9851","mali","medOFF","PD12","Rater33",57,68,"a","lab"
"9852","mali","medOFF","PD12","Rater34",6,17,"a","lab"
"9853","mali","medOFF","PD12","Rater35",81,90,"a","lab"
"9854","mali","medOFF","PD12","Rater36",99,87,"a","lab"
"9855","mali","medOFF","PD12","Rater37",85,59,"a","lab"
"9856","mali","medOFF","PD12","Rater38",90,68,"a","lab"
"9857","mali","medOFF","PD12","Rater39",34,18,"a","lab"
"9858","mali","medOFF","PD12","Rater40",87,64,"a","lab"
"9859","mali","medOFF","PD12","Rater41",86,24,"a","lab"
"9860","mali","medOFF","PD13","Rater1",23,101,"a","lab"
"9861","mali","medOFF","PD13","Rater2",96,97,"a","lab"
"9862","mali","medOFF","PD13","Rater3",61,101,"a","lab"
"9863","mali","medOFF","PD13","Rater4",75,85,"a","lab"
"9864","mali","medOFF","PD13","Rater5",101,101,"a","lab"
"9865","mali","medOFF","PD13","Rater6",101,101,"a","lab"
"9866","mali","medOFF","PD13","Rater7",85,76,"a","lab"
"9867","mali","medOFF","PD13","Rater8",96,58,"a","lab"
"9868","mali","medOFF","PD13","Rater9",80,93,"a","lab"
"9869","mali","medOFF","PD13","Rater10",97,97,"a","lab"
"9870","mali","medOFF","PD13","Rater11",36,83,"a","lab"
"9871","mali","medOFF","PD13","Rater12",79,101,"a","lab"
"9872","mali","medOFF","PD13","Rater13",76,81,"a","lab"
"9873","mali","medOFF","PD13","Rater14",65,97,"a","lab"
"9874","mali","medOFF","PD13","Rater15",52,94,"a","lab"
"9875","mali","medOFF","PD13","Rater16",100,101,"a","lab"
"9876","mali","medOFF","PD13","Rater17",53,37,"a","lab"
"9877","mali","medOFF","PD13","Rater18",93,94,"a","lab"
"9878","mali","medOFF","PD13","Rater19",83,84,"a","lab"
"9879","mali","medOFF","PD13","Rater20",30,83,"a","lab"
"9880","mali","medOFF","PD13","Rater21",74,51,"a","lab"
"9881","mali","medOFF","PD13","Rater22",67,81,"a","lab"
"9882","mali","medOFF","PD13","Rater23",101,86,"a","lab"
"9883","mali","medOFF","PD13","Rater24",66,52,"a","lab"
"9884","mali","medOFF","PD13","Rater25",84,83,"a","lab"
"9885","mali","medOFF","PD13","Rater26",76,80,"a","lab"
"9886","mali","medOFF","PD13","Rater27",61,89,"a","lab"
"9887","mali","medOFF","PD13","Rater28",29,89,"a","lab"
"9888","mali","medOFF","PD13","Rater29",101,91,"a","lab"
"9889","mali","medOFF","PD13","Rater30",95,96,"a","lab"
"9890","mali","medOFF","PD13","Rater31",83,90,"a","lab"
"9891","mali","medOFF","PD13","Rater32",57,85,"a","lab"
"9892","mali","medOFF","PD13","Rater33",101,101,"a","lab"
"9893","mali","medOFF","PD13","Rater34",33,101,"a","lab"
"9894","mali","medOFF","PD13","Rater35",59,86,"a","lab"
"9895","mali","medOFF","PD13","Rater36",95,101,"a","lab"
"9896","mali","medOFF","PD13","Rater37",53,101,"a","lab"
"9897","mali","medOFF","PD13","Rater38",55,75,"a","lab"
"9898","mali","medOFF","PD13","Rater39",62,83,"a","lab"
"9899","mali","medOFF","PD13","Rater40",22,66,"a","lab"
"9900","mali","medOFF","PD13","Rater41",98,98,"a","lab"
"9901","mali","medON","PD01","Rater1",47,61,"a","lab"
"9902","mali","medON","PD01","Rater2",51,42,"a","lab"
"9903","mali","medON","PD01","Rater3",98,82,"a","lab"
"9904","mali","medON","PD01","Rater4",76,77,"a","lab"
"9905","mali","medON","PD01","Rater5",54,43,"a","lab"
"9906","mali","medON","PD01","Rater6",76,99,"a","lab"
"9907","mali","medON","PD01","Rater7",32,15,"a","lab"
"9908","mali","medON","PD01","Rater8",92,89,"a","lab"
"9909","mali","medON","PD01","Rater9",51,81,"a","lab"
"9910","mali","medON","PD01","Rater10",67,41,"a","lab"
"9911","mali","medON","PD01","Rater11",65,85,"a","lab"
"9912","mali","medON","PD01","Rater12",101,90,"a","lab"
"9913","mali","medON","PD01","Rater13",99,51,"a","lab"
"9914","mali","medON","PD01","Rater14",82,89,"a","lab"
"9915","mali","medON","PD01","Rater15",58,78,"a","lab"
"9916","mali","medON","PD01","Rater16",50,77,"a","lab"
"9917","mali","medON","PD01","Rater17",98,94,"a","lab"
"9918","mali","medON","PD01","Rater18",78,48,"a","lab"
"9919","mali","medON","PD01","Rater19",80,95,"a","lab"
"9920","mali","medON","PD01","Rater20",63,29,"a","lab"
"9921","mali","medON","PD01","Rater21",77,80,"a","lab"
"9922","mali","medON","PD01","Rater22",60,86,"a","lab"
"9923","mali","medON","PD01","Rater23",101,100,"a","lab"
"9924","mali","medON","PD01","Rater24",32,57,"a","lab"
"9925","mali","medON","PD01","Rater25",101,90,"a","lab"
"9926","mali","medON","PD01","Rater26",94,91,"a","lab"
"9927","mali","medON","PD01","Rater27",67,79,"a","lab"
"9928","mali","medON","PD01","Rater28",26,76,"a","lab"
"9929","mali","medON","PD01","Rater29",91,101,"a","lab"
"9930","mali","medON","PD01","Rater30",66,55,"a","lab"
"9931","mali","medON","PD01","Rater31",75,82,"a","lab"
"9932","mali","medON","PD01","Rater32",68,78,"a","lab"
"9933","mali","medON","PD01","Rater33",96,94,"a","lab"
"9934","mali","medON","PD01","Rater34",100,101,"a","lab"
"9935","mali","medON","PD01","Rater35",87,95,"a","lab"
"9936","mali","medON","PD01","Rater36",68,100,"a","lab"
"9937","mali","medON","PD01","Rater37",38,51,"a","lab"
"9938","mali","medON","PD01","Rater38",90,80,"a","lab"
"9939","mali","medON","PD01","Rater39",21,54,"a","lab"
"9940","mali","medON","PD01","Rater40",39,101,"a","lab"
"9941","mali","medON","PD01","Rater41",95,99,"a","lab"
"9942","mali","medON","PD01","Rater42",60,69,"a","lab"
"9943","mali","medON","PD02","Rater1",93,97,"a","lab"
"9944","mali","medON","PD02","Rater2",88,84,"a","lab"
"9945","mali","medON","PD02","Rater3",98,101,"a","lab"
"9946","mali","medON","PD02","Rater4",81,80,"a","lab"
"9947","mali","medON","PD02","Rater5",97,89,"a","lab"
"9948","mali","medON","PD02","Rater6",89,79,"a","lab"
"9949","mali","medON","PD02","Rater7",95,86,"a","lab"
"9950","mali","medON","PD02","Rater8",97,101,"a","lab"
"9951","mali","medON","PD02","Rater9",74,84,"a","lab"
"9952","mali","medON","PD02","Rater10",84,76,"a","lab"
"9953","mali","medON","PD02","Rater11",68,82,"a","lab"
"9954","mali","medON","PD02","Rater12",100,91,"a","lab"
"9955","mali","medON","PD02","Rater13",63,60,"a","lab"
"9956","mali","medON","PD02","Rater14",101,101,"a","lab"
"9957","mali","medON","PD02","Rater15",86,85,"a","lab"
"9958","mali","medON","PD02","Rater16",78,85,"a","lab"
"9959","mali","medON","PD02","Rater17",78,82,"a","lab"
"9960","mali","medON","PD02","Rater18",101,97,"a","lab"
"9961","mali","medON","PD02","Rater19",51,82,"a","lab"
"9962","mali","medON","PD02","Rater20",83,88,"a","lab"
"9963","mali","medON","PD02","Rater21",75,99,"a","lab"
"9964","mali","medON","PD02","Rater22",35,63,"a","lab"
"9965","mali","medON","PD02","Rater23",69,101,"a","lab"
"9966","mali","medON","PD02","Rater24",101,101,"a","lab"
"9967","mali","medON","PD02","Rater25",35,66,"a","lab"
"9968","mali","medON","PD02","Rater26",100,100,"a","lab"
"9969","mali","medON","PD02","Rater27",101,101,"a","lab"
"9970","mali","medON","PD02","Rater28",92,95,"a","lab"
"9971","mali","medON","PD02","Rater29",17,90,"a","lab"
"9972","mali","medON","PD02","Rater30",71,70,"a","lab"
"9973","mali","medON","PD02","Rater31",83,95,"a","lab"
"9974","mali","medON","PD02","Rater32",92,93,"a","lab"
"9975","mali","medON","PD02","Rater33",73,74,"a","lab"
"9976","mali","medON","PD02","Rater34",90,91,"a","lab"
"9977","mali","medON","PD02","Rater35",94,83,"a","lab"
"9978","mali","medON","PD02","Rater36",94,101,"a","lab"
"9979","mali","medON","PD02","Rater37",101,101,"a","lab"
"9980","mali","medON","PD02","Rater38",93,98,"a","lab"
"9981","mali","medON","PD02","Rater39",94,91,"a","lab"
"9982","mali","medON","PD02","Rater40",100,101,"a","lab"
"9983","mali","medON","PD02","Rater41",101,101,"a","lab"
"9984","mali","medON","PD03","Rater1",60,101,"a","lab"
"9985","mali","medON","PD03","Rater2",75,79,"a","lab"
"9986","mali","medON","PD03","Rater3",69,94,"a","lab"
"9987","mali","medON","PD03","Rater4",36,62,"a","lab"
"9988","mali","medON","PD03","Rater5",50,64,"a","lab"
"9989","mali","medON","PD03","Rater6",46,45,"a","lab"
"9990","mali","medON","PD03","Rater7",73,83,"a","lab"
"9991","mali","medON","PD03","Rater8",65,82,"a","lab"
"9992","mali","medON","PD03","Rater9",93,98,"a","lab"
"9993","mali","medON","PD03","Rater10",50,79,"a","lab"
"9994","mali","medON","PD03","Rater11",97,101,"a","lab"
"9995","mali","medON","PD03","Rater12",69,63,"a","lab"
"9996","mali","medON","PD03","Rater13",22,84,"a","lab"
"9997","mali","medON","PD03","Rater14",101,101,"a","lab"
"9998","mali","medON","PD03","Rater15",61,59,"a","lab"
"9999","mali","medON","PD03","Rater16",69,68,"a","lab"
"10000","mali","medON","PD03","Rater17",68,72,"a","lab"
"10001","mali","medON","PD03","Rater18",93,88,"a","lab"
"10002","mali","medON","PD03","Rater19",43,65,"a","lab"
"10003","mali","medON","PD03","Rater20",45,68,"a","lab"
"10004","mali","medON","PD03","Rater21",73,60,"a","lab"
"10005","mali","medON","PD03","Rater22",87,78,"a","lab"
"10006","mali","medON","PD03","Rater23",79,83,"a","lab"
"10007","mali","medON","PD03","Rater24",84,89,"a","lab"
"10008","mali","medON","PD03","Rater25",77,71,"a","lab"
"10009","mali","medON","PD03","Rater26",64,59,"a","lab"
"10010","mali","medON","PD03","Rater27",58,67,"a","lab"
"10011","mali","medON","PD03","Rater28",78,70,"a","lab"
"10012","mali","medON","PD03","Rater29",49,44,"a","lab"
"10013","mali","medON","PD03","Rater30",53,51,"a","lab"
"10014","mali","medON","PD03","Rater31",81,77,"a","lab"
"10015","mali","medON","PD03","Rater32",63,58,"a","lab"
"10016","mali","medON","PD03","Rater33",46,29,"a","lab"
"10017","mali","medON","PD03","Rater34",44,66,"a","lab"
"10018","mali","medON","PD03","Rater35",78,72,"a","lab"
"10019","mali","medON","PD03","Rater36",67,29,"a","lab"
"10020","mali","medON","PD03","Rater37",98,98,"a","lab"
"10021","mali","medON","PD03","Rater38",93,75,"a","lab"
"10022","mali","medON","PD03","Rater39",60,42,"a","lab"
"10023","mali","medON","PD03","Rater40",79,78,"a","lab"
"10024","mali","medON","PD03","Rater41",81,41,"a","lab"
"10025","mali","medON","PD04","Rater1",91,52,"a","lab"
"10026","mali","medON","PD04","Rater2",94,83,"a","lab"
"10027","mali","medON","PD04","Rater3",101,70,"a","lab"
"10028","mali","medON","PD04","Rater4",47,46,"a","lab"
"10029","mali","medON","PD04","Rater5",53,23,"a","lab"
"10030","mali","medON","PD04","Rater6",99,101,"a","lab"
"10031","mali","medON","PD04","Rater7",98,66,"a","lab"
"10032","mali","medON","PD04","Rater8",99,67,"a","lab"
"10033","mali","medON","PD04","Rater9",55,75,"a","lab"
"10034","mali","medON","PD04","Rater10",72,87,"a","lab"
"10035","mali","medON","PD04","Rater11",67,72,"a","lab"
"10036","mali","medON","PD04","Rater12",98,90,"a","lab"
"10037","mali","medON","PD04","Rater13",64,61,"a","lab"
"10038","mali","medON","PD04","Rater14",29,23,"a","lab"
"10039","mali","medON","PD04","Rater15",54,80,"a","lab"
"10040","mali","medON","PD04","Rater16",97,90,"a","lab"
"10041","mali","medON","PD04","Rater17",37,82,"a","lab"
"10042","mali","medON","PD04","Rater18",84,86,"a","lab"
"10043","mali","medON","PD04","Rater19",75,4,"a","lab"
"10044","mali","medON","PD04","Rater20",62,66,"a","lab"
"10045","mali","medON","PD04","Rater21",72,43,"a","lab"
"10046","mali","medON","PD04","Rater22",55,40,"a","lab"
"10047","mali","medON","PD04","Rater23",74,57,"a","lab"
"10048","mali","medON","PD04","Rater24",80,26,"a","lab"
"10049","mali","medON","PD04","Rater25",76,66,"a","lab"
"10050","mali","medON","PD04","Rater26",64,51,"a","lab"
"10051","mali","medON","PD04","Rater27",72,68,"a","lab"
"10052","mali","medON","PD04","Rater28",76,61,"a","lab"
"10053","mali","medON","PD04","Rater29",55,63,"a","lab"
"10054","mali","medON","PD04","Rater30",95,70,"a","lab"
"10055","mali","medON","PD04","Rater31",78,71,"a","lab"
"10056","mali","medON","PD04","Rater32",35,54,"a","lab"
"10057","mali","medON","PD04","Rater33",101,101,"a","lab"
"10058","mali","medON","PD04","Rater34",101,69,"a","lab"
"10059","mali","medON","PD04","Rater35",88,81,"a","lab"
"10060","mali","medON","PD04","Rater36",100,75,"a","lab"
"10061","mali","medON","PD04","Rater37",89,78,"a","lab"
"10062","mali","medON","PD04","Rater38",69,59,"a","lab"
"10063","mali","medON","PD04","Rater39",58,26,"a","lab"
"10064","mali","medON","PD04","Rater40",75,60,"a","lab"
"10065","mali","medON","PD04","Rater41",70,82,"a","lab"
"10066","mali","medON","PD05","Rater1",56,41,"a","lab"
"10067","mali","medON","PD05","Rater2",37,24,"a","lab"
"10068","mali","medON","PD05","Rater3",92,76,"a","lab"
"10069","mali","medON","PD05","Rater4",85,67,"a","lab"
"10070","mali","medON","PD05","Rater5",71,32,"a","lab"
"10071","mali","medON","PD05","Rater6",67,65,"a","lab"
"10072","mali","medON","PD05","Rater7",44,26,"a","lab"
"10073","mali","medON","PD05","Rater8",94,92,"a","lab"
"10074","mali","medON","PD05","Rater9",34,55,"a","lab"
"10075","mali","medON","PD05","Rater10",39,16,"a","lab"
"10076","mali","medON","PD05","Rater11",69,29,"a","lab"
"10077","mali","medON","PD05","Rater12",22,28,"a","lab"
"10078","mali","medON","PD05","Rater13",86,55,"a","lab"
"10079","mali","medON","PD05","Rater14",42,40,"a","lab"
"10080","mali","medON","PD05","Rater15",54,62,"a","lab"
"10081","mali","medON","PD05","Rater16",75,56,"a","lab"
"10082","mali","medON","PD05","Rater17",99,80,"a","lab"
"10083","mali","medON","PD05","Rater18",79,68,"a","lab"
"10084","mali","medON","PD05","Rater19",88,98,"a","lab"
"10085","mali","medON","PD05","Rater20",57,34,"a","lab"
"10086","mali","medON","PD05","Rater21",44,81,"a","lab"
"10087","mali","medON","PD05","Rater22",34,88,"a","lab"
